VERY inexpensive, excellent quality, Makes it easy for anyone to get into digital imaging	1
Great for photo prints	1
lightweight, dependable, excellent clarity	1
Light weight; fits in palm the palm of your hand; colorful cases; white screen	1
Excellent price point, improved focus, VASTLY improved image quality, ISO 3200	1
Best overall value, solid body, manual settings for advanced use.	1
Size, battery life	1
Everything about this camera is a plus.	1
Light weight, Clear sound quality, loads of other features	1
Folds up Compactly, Lightweight	1
Small size, build quality and too many other things to list.	1
4 megapixels, 4X zoom, great for macros., Lots of options.	1
Loud. Clear. Long batt. life. *free*.	1
Great print quality, Extremely fast printer (laser like speeds), HP warranty and quality, low cost printer consumables, Infrared sensor. Duplex module included!	1
Bluetooth, good picture, lotsa features	1
Quick. high quality	1
More Pixels to Pesos	1
Looks great, feels great, solid	1
picture quality, ease of use, great software	1
Fast, relatively quiet, excellent print output	1
sharp, fast black and white printing; detailed color printing; easy to use	1
Easily upgradable, excellent customer support	1
Images, features, price, design	1
Speed, Price, USB and Parallel Compatibility, Print Quality	1
recessed on/off, clear sound, voice dial, easy buttons & menus	1
Great quality and speed	1
The smallest (so far)	1
Great value compared to an HP Ink-Jet P2200.	1
Great price, excellent performance	1
water resistant/ fade resistant ink Really fast! Individual ink cartridges	1
Easy to use, Aparture and Shutter Priority, and of course unlimited pictures.	1
Rides nice, looks nice, infant seat fits in my small back seat	1
Packed with features for the price	1
Takes great pictures, Takes pictures FAST, AMAZING battery life, and has a great lens!	1
Great functions, easy to install, fills it purpose.	1
Flip phones are a good thing	1
Comfortable to hold, easy to use, very good camera for a phone, and full'a features.	1
Floppy disk storage, Versatile, Reliable	1
compact size &amp; settings galore	1
Awesome photographic quality. Good speed for basic printing. Two cartridge slots.	1
A Great Concept from convergence of two very good companies	1
Great quality pictures, lots of features, inexpensive expansion	1
none	1
small, cheap	1
Durablity,Features,Color,Everything!	1
Sleek, lightweight, great big screen.	1
Inexpensive with loads of options	1
large, clear LCD	1
features and price	1
Convenient,affordable,	1
Color display, games, web-browser, everything else.	1
cheap camera	1
size, picture quality, oh did i mention size	1
You can download pictures from the internet. Plus the ringtones are ok.	1
No cables means no xmas lights impressions (cable tangling).	1
lower light (1.8f), excellent pictures	1
Good features and design	1
Looks cool, some useful functions, good battery life	1
Durable, clear, and 2-way radio.	1
Feel, look, battery life, has all available Sprint options, durable, friendly interface, excellent phone	1
cheap in price	1
Large screen, clear reception	1
beautiful print quality	1
Small & Lightweight; very stylish; lots of features	1
A great all-in-one machine!	1
Easy to setup, beautiful color printouts, good compatibility with XP	1
Incredible picture quality.  Long battery life	1
size, good reception	1
Huge screen, great sound, easy to use, solid	1
tiny size, incredible loading/saving speed, "roomy" built-in memory.	1
Quick, high quality printer - excellent quality and very paper tolerant.	1
Single charger for both phone and bluetooth headset.  Good keypad.	1
least expensive we could find	1
lots of features: speaker phone, built in camera, attractive case	1
Nikkor lens, image quality, size, speed	1
Superb color, outstanding Macro, easy to use auto features	1
lightweight,5 megapixels,has movie mode	1
Stylish, Compact	1
everything!!	1
Microdrive, picture quality, ease of use	1
Ink saving features are a great addition; FABULOUS Customer Service; Very Competitive Prices!	1
Direct-Connect walkie-talkie functionality, built in speakerphone	1
tripod wheels, easy to push on all terrains.	1
Fine Print Resolution, Good Speeds, USB and Parallel port connections	1
It's a printer...	1
High quality output and price	1
Reasonable priced, easy to use, kid friendly	1
Compact Size, Zoom, small memory card, nice and clear images	1
great design, user-friendly	1
Reception, reception (two antennas), data capabilities, Nokia support	1
Durable, inexpensive.	1
Heavy stroller	0
Can be hard to open and close.	0
Doesn't work properly, poor customer service, noisy, slow	0
Print head clogging, mediocre output on plain paper	0
Doesn't fold, unless you disassemble it, and is still extremely bulky. Only one seat position.	0
None	0
none	0
compressed thumb nail pictures	0
pictures have small, little lines through them, and pricey.	0
I want to touch it all the time.	0
Inadequate flash; Slow recovery between pics; Retail is too expensive (though there are deals out there)	0
Battery life, slightly bulky	0
Can't afford one for home!	0
So-so software bundle, unimpressive LCD screen	0
poor image quality, camera shake	0
Eats...no, GULPS batteries	0
uses a lot of batteries	0
Words come out Smeared, Printing erros, Ink comes out fuzzy	0
no games, no calculator, new ringtones require complex programming, voice recognition needs work	0
Unstable firmware, parks in tele mode	0
Poor volume, poor transmission quality, spotty reception	0
Investment needed $200 to get this thing the way it should be.	0
Few.  Battery life is good, but a daily charge is needed.	0
Battery meter and charging unreliable, phone turns off randomly	0
print cartridge inconvenience and expense	0
Poorly placed flash, no hotshoe and long photo lag	0
Antenna breaks easily	0
Expensive and short battery life	0
Physical Size	0
Expensive consumables.  6-color printing does NOT a photo printer make!	0
None	0
Have to agree with everyone the lens cap is terrible.	0
the phone doesn't fit against your face right,and the send and end buttons are reversed!!!	0
N/A	0
Could be faster, finicky USB setup	0
a little big, but worth it to save onto floppies	0
$450 price tag	0
Technical for the first-time camera user, really drains batteries	0
A bit loud and shakes when printing	0
poor quality photos, battery problems, no flash, endless cons	0
Reception, battery life, volume, screen quality	0
Takes awhile to learn all options, slower burst rate than 3030 but who needs faster?	0
Margins are larger than expected.	0
HORRIBLE customer service, slow transfer time, heavy, a couple flimsy parts	0
Phone Book, Cumbersome Menus, too thick	0
Somewhat difficult to navigate,	0
Horrible speaker phone sound quality, less than great battery life	0
Strange noises worry me.	0
Battery life doesn't last very long	0
Lack of Features	0
A bit bulky.  I really can't think of much else!	0
Buttons are kind of small.	0
No Ring+Vibrate, Verizon Interface, no true Silent mode, can be slow	0
price and 2MP	0
none	0
Very expensive to operate.	0
Some blurry photos in motion and exposure is too dark when shadowed under sun	0
could be too narrow for chunky babies	0
Unreliable, awkward menus and side buttons	0
constantly freezes	0
Poor reception, bad screen, horrible battery life.	0
Pricey, stiff paper tray and huge scanned file sizes	0
Poor quality pics.&amp;#13;&amp;#10;Flash poor.&amp;#13;&amp;#10;Long wait between shots.&amp;#13;&amp;#10;Customer service is horrible.&amp;#13;&amp;#10;	0
No color display, vibrates so hard it is audible, annoying menus, no GSM support	0
Default battery life low. Earpiece heats up after a long call. Needs easily accessible keyguard.	0
Poor camera quality, card difficult to remove. Allowed Verizon to lock out features.	0
Software bugs and space eater	0
Big and clunky, Short battery life, possible downloading problems, difficult software.	0
Costly paper and ink, and not much paper to choose from by Epson	0
1/60 second shutter speed  too fast for low light conditions.	0
vibrate, voice name dialing	0
Noisy	0
applications lag, phone freezes, no vibrate/ring combination ring tone, poor picture quality	0
Very poor software	0
A bit expensive	0
Auto focus offputting in low light. Email functionality does not appear to work	0
Eats batteries like they're goin' out of style., Takes lousy pictures.,	0
Shopping around for the best price	0
could be faster, S-H-A-K-Y	0
LACK SOMETHING	0
Quits taking charge, badly designed on/off switch	0
Only one game	0
Very loud printing; small black cartridge	0
Web Browser errors that lock up the phone	0
none, yet	0
The FREAKIN ZOOM	0
None	0
Minor software glitches	0
Slightly bulky, lens cover slide, battery life, odd controls	0
Eats AA batteries.  Not cheap.	0
Only comes with a 4MB memory stick	0
Sometime Prints Sideways	0
The Display crashes	0
might be pricey for some individuals	0
No 2.5 mm headset jack, but this is easily fixed with a $3 adapter.	0
Not as fast as claimed	0
Reliability (Apparently defective software locks up the phone intermittently)	0
Freezes up all the time and doesn't keep a charge. Useless	0
Difficulty taking low light shots, video quality poor and no sound	0
must purchase ac power adapter separately	0
Can't ring & vibrate on same settings, takes many keystrokes to operate menu.	0
only stores 8 pictures at a time, extremely poor photo quality, everything is washed in blue, all photos have &amp;quot;fish bowl&amp;quot; effect	0
It is too easy to accidentally erase photos.	0
Battery life, square design, lack of standard ringers and backgrounds, reception.	0
Blurry outdoor images	0
A little on the large side, but no real problems.	0
Price (but it's a bargain compared to others in its class)	0
price, need to service	0
Serious accessory issues	0
Hard to get., Pricey	0
Stopped working one month after warranty expired.	0
Expensive, can tip over	0
Downloadable ringers has problems, reception, awkward button placement.	0
A bit hard to load more than a dozen sheets of paper.	0
bulky, a few extraneous features	0
Not cheap	0
Not the best photo printer, flimsy design	0
Voice quality patchy, Web service very patchy	0
A total piece of crap.	0
QUALITY ISSUES, QUALITY ISSUES, QUALITY ISSUES, QUALITY ISSUES!!!!!!!!!!!!	0
None	0
poor quality	0
Expensive, heavy, doesn't steer well, harness gets stuck,&amp;#13;&amp;#10;wheels too small, it's a tank	0
eats batteries	0
Needs extra memory card, carrying case. Use view finder instead of LCD to save battery.	0
you can lose it easy	0
Just about everything.	0
Flimsy antenna, somewhat difficult navigation on web and address book	0
Buttons are close together and smallish.	0
cost, weight	0
Poor cartridge performance, problems with paper feeder	0
price; lack of view finder	0
battery meter, buttons, font	0
Unreliable.	0
No storage compartment.	0
Documents tend to fall after printing.	0
Not as fast as laser printers	0
ring/vibrate not simultaneous, "cute" menus, screen dim in daylight, charger 'plug' difficult to remove.	0
messages are unreadable, battery doesn't last as long as promised	0
Big, expensive cartridges, can't stop a job in the middle of printing.	0
Wish I had it sooner!	0
i wish you could load with film also.	0
Only 4 MB CF card included, eats through batteries like there's no tomorrow	0
Tone control buttons on side, bad location.	0
Doesn't work with Windows 2000 Server, even though it says it works with 2000	0
No carrying case	0
camera takes a long time to shoot, takes a long time to delete photos individually	0
Color does not always perform, customer service has major problems	0
Poor antenna power	0
Volume range; echo	0
sometimes inconsistent signal strength	0
photo is a bit lack luster	0
the keys start to skuff the body, bad design.	0
Didn't last me two years.	0
No case or a/c adapter included with package	0
Type-1 flash-card, only 8MB card included, pricey	0
 Prints slowly and uses a lot of ink.	0
None	0
NO MS-DOS mode printing support!  No USB or Parallel cable included.	0
Relatively high SAR	0
Canon bad	0
no direct camera USB port to connect to PC	0
Speaker is horrible..	0
the basket is a little small	0
service with Tracfone is very expensive	0
No camera, internet service is slow	0
Up to $3.16/minute when roaming!	0
Dust in the viewfinder, rubber hand grip stretches &amp; becomes unglued	0
Expensive	0
Really bad screen with frustrating backlight options	0
Photo quality poorer than Epson C82.	0
Default settings	0
Still unfriendly user interface, smallish display.	0
Useless camera, and "Verizon Wireless" message every 5 seconds.	0
Uses batteries	0
It always breaks	0
price, Battery Life is low.	0
Doesn't have a speakerphone or Bluetooth technology	0
Low power. Low talk time. IT IS NOT #G COMPATIBLE.	0
Very defective product no fixes from HP	0
Certain color reproduction	0
Settings not always easy to change.	0
rather bulky, loud keys, SLOW INTERNET speed	0
It broke after 1 month.  Blurred pics are common.	0
Slightly slow and seems big.	0
Noisy, ink user	0
Full page text (BxW or color)or photos print much slower than the specifications indicate.	0
VCast mostly a gimmick, calendar sync to Outlook is messy.	0
Non really.	0
battery hungry!	0
occasional cellular tower deathgrip, freezes	0
overall clarity of pictures	0
No RAM	0
Inconsistent picture quality	0
Terrible under-basket. Poor "kick clearance" in the back.	0
Short Battery Life	0
Not great battery life	0
The operating system is attractive and user-friendly.	0
Poor reception. Lots of dropped calls. Menu's embedded too deeply.	0
batteries don't last when using high draw modes	0
zoom a little difficult	0
old menus and os. no memory, no ir, no mp3/fm, bad camera	0
Slow, even on normal print jobs.	0
Usually it doesn't	0
depending on company, prices!	0
Expensive ink. Doesn't like clone cartridges.	0
standard configuration is kind of shy on memory	0
None	0
Clarity of calls not always very good; antenna doesn't alleviate static	0
Filter Attachment Adapter Required	0
Speaker needs to be louder, monophonic ringtones	0
maybe a bigger optical zoom...	0
T-Mobile exclusive, camera phone, questionable durability due to slider phone feature	0
poor battery life,no download ringtones, games, flimsy flip part	0
no zoom lens it is a must	0
In reality, it's a piece of crap (pardon my French).	0
Size, Size, Size - and the Flash	0
Gucky Nokia ringtones.	0
slow picture taking, slow write time	0
No key lock to prevent accidental calls, unintuitive web navigation	0
low powered flash, snap door, durability, reliability	0
feels a little inexpensive, cannot plug into tv or other sources	0
pictures are hit &amp; miss,not for professionals	0
none for my purposes	0
Paper problems, Loud, Consumes Ink,	0
If you go over 2 hours you'll be dead in the water!	0
Frequent jams, spots and offset text occasionally	0
Quickly fading inks, slow speed on text	0
washed out pictures (easily fixed in photoshop), delayed pictures	0
wewweefc	0
Built-in games 2 tempting 4 recovering game-aholics!	0
Placement of numeric keys	0
feeds multiple sheets at the same time, low capacity paper tray	0
Battery Life	0
Definitely printer and cartrifge price and poor image stability.	0
Buying the ink Cartridges often	0
Poor documentation, expensive ink cartridges	0
Everything else	0
A bit too noisy, bad bundled software, Needs special cable-don't forget,need lots of desk space	0
Slow, basic and expensive printing	0
the cooliest	0
Sometimes Locks Up!!!	0
Everyone wants to use it!  I can barely find time to use it!	0
Download takes a long time	0
discontinued	0
poor macro, small feature set	0
Everything	0
None.	0
Lots of defects, Bad Contact list, Not durable, can't change face plates, etc, etc, etc...	0
none whatsoever	0
